Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  Umag    Bmag    Vmag    Rmag    Imag    Jmag    Hmag    Kmag
0.0152 0.01508 9.39794 1.5482834578 2.5427198329    1.548  0.970  3.7120  3.457    2  0.000  0.529     0.00     0.00     0.00     0.00     0.00 -1 -3.81e-13      0.00 7.111e-01 2.738e-01 2.637e-03 7.493e-04 6.650e-03 -1.000 1.511e-02 2.344 3.987 3.416 2.553 2.039 1.624 1.041 0.573 0.511
0.0152 0.01508 9.39794 1.5485144854 2.5427375244    1.548  0.980  3.7096  3.439    2  0.000  0.525     0.00     0.00     0.00     0.00     0.00 -1 -3.96e-13      0.00 7.102e-01 2.746e-01 2.623e-03 7.575e-04 6.657e-03 -1.000 1.513e-02 2.321 4.004 3.412 2.539 2.019 1.601 1.010 0.535 0.472
0.0152 0.01508 9.39794 1.5488551855 2.5427636031    1.548  1.005  3.7070  3.403    3  0.000  0.497     0.00     0.00     0.00     0.00     0.00 -1 -4.36e-13      0.00 7.085e-01 2.764e-01 2.482e-03 9.072e-04 6.664e-03 -1.000 1.518e-02 2.258 3.986 3.371 2.487 1.960 1.537 0.937 0.455 0.390
0.0152 0.01508 9.39794 1.5494217873 2.5428069443    1.549  1.053  3.7033  3.340    3  0.000  0.447     0.00     0.00     0.00     0.00     0.00 -1  -5.2e-13      0.00 7.051e-01 2.796e-01 2.236e-03 1.205e-03 6.673e-03 -1.000 1.526e-02 2.137 3.931 3.284 2.383 1.846 1.416 0.803 0.311 0.245
0.0152 0.01508 9.39794 1.5498591661 2.5428403758    1.549  1.093  3.7008  3.290    3  0.000  0.419     0.00     0.00     0.00     0.00     0.00 -1 -6.04e-13      0.00 7.026e-01 2.821e-01 2.099e-03 1.376e-03 6.678e-03 -1.000 1.528e-02 2.036 3.874 3.205 2.292 1.750 1.314 0.693 0.194 0.127
0.0152 0.01508 9.39794 1.5499999523 2.5428511323    1.550  1.107  3.7000  3.273    3  0.000  0.413     0.00     0.00     0.00     0.00     0.00 -1 -6.35e-13      0.00 7.018e-01 2.829e-01 2.069e-03 1.414e-03 6.680e-03 -1.000 1.530e-02 2.002 3.854 3.178 2.262 1.717 1.280 0.656 0.155 0.088
0.0152 0.01508 9.39794 1.5501880646 2.5428655012    1.550  1.125  3.6990  3.252    3  0.000  0.405     0.00     0.00     0.00     0.00     0.00 -1 -6.77e-13      0.00 7.008e-01 2.839e-01 2.029e-03 1.464e-03 6.682e-03 -1.000 1.533e-02 1.958 3.829 3.143 2.223 1.675 1.236 0.609 0.105 0.037
0.0152 0.01508 9.39794 1.5505889654 2.5428961105    1.550  1.163  3.6969  3.205    3  0.000  0.393     0.00     0.00     0.00     0.00     0.00 -1 -7.78e-13      0.00 6.989e-01 2.857e-01 1.973e-03 1.537e-03 6.687e-03 -1.000 1.535e-02 1.862 3.772 3.066 2.136 1.583 1.140 0.505 -0.005 -0.074
0.0152 0.01508 9.39794 1.5509779453 2.5429257923    1.550  1.201  3.6949  3.159    3  0.000  0.385     0.00     0.00     0.00     0.00     0.00 -1 -8.93e-13      0.00 6.974e-01 2.873e-01 1.935e-03 1.588e-03 6.693e-03 -1.000 1.531e-02 1.767 3.714 2.990 2.050 1.492 1.045 0.403 -0.113 -0.182
0.0152 0.01508 9.39794 1.5513622761 2.5429551024    1.551  1.239  3.6930  3.113    3  0.000  0.380     0.00     0.00     0.00     0.00     0.00 -1 -1.02e-12      0.00 6.959e-01 2.887e-01 1.908e-03 1.627e-03 6.702e-03 -1.000 1.535e-02 1.672 3.656 2.914 1.964 1.401 0.950 0.301 -0.220 -0.290
0.0152 0.01508 9.39794 1.5517435074 2.5429841597    1.551  1.277  3.6910  3.068    3  0.000  0.375     0.00     0.00     0.00     0.00     0.00 -1 -1.17e-12      0.00 6.947e-01 2.899e-01 1.890e-03 1.656e-03 6.709e-03 -1.000 1.537e-02 1.577 3.598 2.837 1.878 1.310 0.856 0.200 -0.327 -0.398
0.0152 0.01508 9.39794 1.5522183180 2.5430203266    1.552  1.324  3.6886  3.011    3  0.000  0.372     0.00     0.00     0.00     0.00     0.00 -1 -1.39e-12      0.00 6.934e-01 2.912e-01 1.873e-03 1.686e-03 6.706e-03 -1.000 1.540e-02 1.459 3.527 2.744 1.773 1.198 0.739 0.074 -0.460 -0.532
0.0152 0.01508 9.39794 1.5526922941 2.5430564046    1.552  1.371  3.6862  2.955    3  0.000  0.371     0.00     0.00     0.00     0.00     0.00 -1 -1.64e-12      0.00 6.919e-01 2.926e-01 1.860e-03 1.715e-03 6.690e-03 -1.000 1.543e-02 1.343 3.459 2.652 1.670 1.088 0.624 -0.050 -0.591 -0.664
0.0152 0.01508 9.39794 1.5531603098 2.5430920041    1.553  1.416  3.6838  2.900    3  0.000  0.370     0.00     0.00     0.00     0.00     0.00 -1 -1.93e-12      0.00 6.906e-01 2.940e-01 1.850e-03 1.743e-03 6.672e-03 -1.000 1.543e-02 1.230 3.392 2.562 1.569 0.981 0.512 -0.171 -0.719 -0.794
0.0152 0.01508 9.39794 1.5535671711 2.5431229318    1.553  1.456  3.6817  2.852    3  0.000  0.369     0.00     0.00     0.00     0.00     0.00 -1 -2.23e-12      0.00 6.896e-01 2.950e-01 1.844e-03 1.763e-03 6.657e-03 -1.000 1.544e-02 1.131 3.335 2.484 1.481 0.887 0.414 -0.277 -0.831 -0.908
0.0152 0.01508 9.39794 1.5539830923 2.5431545289    1.553  1.497  3.6794  2.802    3  0.000  0.369     0.00     0.00     0.00     0.00     0.00 -1 -2.59e-12      0.00 6.888e-01 2.958e-01 1.839e-03 1.779e-03 6.646e-03 -1.000 1.538e-02 1.028 3.277 2.403 1.390 0.790 0.312 -0.387 -0.948 -1.025
0.0152 0.01508 9.39794 1.5544061661 2.5431866495    1.554  1.539  3.6770  2.750    3  0.000  0.369     0.00     0.00     0.00     0.00     0.00 -1 -3.02e-12      0.00 6.883e-01 2.964e-01 1.835e-03 1.790e-03 6.637e-03 -1.000 1.538e-02 0.922 3.222 2.323 1.298 0.691 0.208 -0.500 -1.068 -1.147
0.0152 0.01508 9.39794 1.5549125671 2.5432250700    1.554  1.591  3.6740  2.687    3  0.000  0.368     0.00     0.00     0.00     0.00     0.00 -1 -3.64e-12      0.00 6.879e-01 2.967e-01 1.833e-03 1.797e-03 6.632e-03 -1.000 1.544e-02 0.793 3.155 2.225 1.187 0.571 0.082 -0.638 -1.215 -1.296
0.0152 0.01508 9.39794 1.5552715063 2.5432522852    1.555  1.629  3.6717  2.640    3  0.000  0.368     0.00     0.00     0.00     0.00     0.00 -1 -4.18e-12      0.00 6.878e-01 2.968e-01 1.833e-03 1.799e-03 6.630e-03 -1.000 1.541e-02 0.699 3.108 2.154 1.106 0.484 -0.011 -0.740 -1.324 -1.406
0.0152 0.01508 9.39794 1.5556596518 2.5432816986    1.555  1.671  3.6692  2.587    3  0.000  0.368     0.00     0.00     0.00     0.00     0.00 -1 -4.89e-12      0.00 6.878e-01 2.968e-01 1.832e-03 1.800e-03 6.629e-03 -1.000 1.541e-02 0.592 3.056 2.076 1.015 0.385 -0.115 -0.853 -1.445 -1.529
0.0152 0.01508 9.39794 1.5560288429 2.5433096600    1.555  1.712  3.6666  2.536    3  0.000  0.368     0.00     0.00     0.00     0.00     0.00 -1 -5.68e-12      0.00 6.878e-01 2.968e-01 1.832e-03 1.801e-03 6.629e-03 -1.000 1.541e-02 0.489 3.008 2.001 0.928 0.291 -0.215 -0.964 -1.563 -1.649
0.0152 0.01508 9.39794 1.5564093590 2.5433384632    1.556  1.755  3.6639  2.483    3  0.000  0.368     0.00     0.00     0.00     0.00     0.00 -1 -6.63e-12      0.00 6.878e-01 2.968e-01 1.832e-03 1.801e-03 6.628e-03 -1.000 1.541e-02 0.384 2.965 1.926 0.839 0.194 -0.318 -1.077 -1.685 -1.773
0.0152 0.01508 9.39794 1.5567433834 2.5433637338    1.556  1.790  3.6617  2.439    3  0.000  0.368     0.00     0.00     0.00     0.00     0.00 -1 -7.55e-12      0.00 6.877e-01 2.968e-01 1.832e-03 1.802e-03 6.628e-03 -1.000 1.541e-02 0.295 2.939 1.867 0.765 0.112 -0.405 -1.173 -1.787 -1.876
0.0152 0.01508 9.39794 1.5571210384 2.5433922903    1.556  1.822  3.6597  2.399    3  0.000  0.368     0.00     0.00     0.00     0.00     0.00 -1 -8.48e-12      0.00 6.877e-01 2.969e-01 1.831e-03 1.802e-03 6.627e-03 -1.000 1.541e-02 0.216 2.916 1.814 0.699 0.039 -0.483 -1.258 -1.878 -1.969
0.0152 0.01508 9.39794 1.5577034950 2.5434363017    1.557  1.856  3.6575  2.356    3  0.000  0.368     0.00     0.00     0.00     0.00     0.00 -1 -9.63e-12      0.00 6.877e-01 2.969e-01 1.831e-03 1.803e-03 6.627e-03 -1.000 1.541e-02 0.130 2.894 1.758 0.629 -0.039 -0.566 -1.350 -1.977 -2.068
0.0152 0.01508 9.39794 1.5579049587 2.5434515158    1.557  1.844  3.6584  2.372    3  0.000  0.368     0.00     0.00     0.00     0.00     0.00 -1 -9.24e-12      0.00 6.877e-01 2.969e-01 1.831e-03 1.803e-03 6.627e-03 -1.000 1.541e-02 0.161 2.900 1.777 0.654 -0.011 -0.537 -1.317 -1.941 -2.032
0.0152 0.01508 9.39794 1.5582243204 2.5434756241    1.558  1.812  3.6605  2.412    3  0.000  0.368     0.00     0.00     0.00     0.00     0.00 -1 -8.26e-12      0.00 6.877e-01 2.969e-01 1.831e-03 1.804e-03 6.626e-03 -1.000 1.541e-02 0.239 2.916 1.826 0.716 0.059 -0.461 -1.233 -1.850 -1.940
0.0152 0.01508 9.39794 1.5583927631 2.5434883351    1.558  1.782  3.6626  2.451    3  0.000  0.368     0.00     0.00     0.00     0.00     0.00 -1 -7.37e-12      0.00 6.877e-01 2.969e-01 1.831e-03 1.804e-03 6.626e-03 -1.000 1.541e-02 0.315 2.934 1.875 0.779 0.129 -0.386 -1.150 -1.762 -1.850
0.0152 0.01508 9.39794 1.5585319996 2.5434988397    1.558  1.748  3.6649  2.494    3  0.000  0.368     0.00     0.00     0.00     0.00     0.00 -1 -6.47e-12      0.00 6.877e-01 2.969e-01 1.831e-03 1.804e-03 6.626e-03 -1.000 1.541e-02 0.401 2.957 1.931 0.850 0.208 -0.302 -1.057 -1.662 -1.749
0.0152 0.01508 9.39794 1.5586593151 2.5435084431    1.558  1.713  3.6672  2.538    3  0.000  0.368     0.00     0.00     0.00     0.00     0.00 -1 -5.68e-12      0.00 6.877e-01 2.969e-01 1.831e-03 1.804e-03 6.626e-03 -1.000 1.541e-02 0.487 2.992 1.991 0.921 0.286 -0.218 -0.965 -1.562 -1.648
0.0152 0.01508 9.39794 1.5587965250 2.5435187908    1.558  1.676  3.6697  2.585    3  0.000  0.368     0.00     0.00     0.00     0.00     0.00 -1 -4.93e-12      0.00 6.877e-01 2.969e-01 1.831e-03 1.804e-03 6.626e-03 -1.000 1.541e-02 0.580 3.032 2.058 0.999 0.372 -0.127 -0.864 -1.454 -1.538
0.0152 0.01508 9.39794 1.5589731932 2.5435321111    1.558  1.630  3.6726  2.643    3  0.000  0.368     0.00     0.00     0.00     0.00     0.00 -1 -4.15e-12      0.00 6.877e-01 2.969e-01 1.831e-03 1.805e-03 6.625e-03 -1.000 1.541e-02 0.694 3.084 2.140 1.095 0.476 -0.016 -0.742 -1.323 -1.405
0.0152 0.01508 9.39794 1.5591372252 2.5435444756    1.558  1.596  3.6749  2.687    3  0.000  0.368     0.00     0.00     0.00     0.00     0.00 -1 -3.63e-12      0.00 6.877e-01 2.969e-01 1.831e-03 1.805e-03 6.625e-03 -1.000 1.541e-02 0.781 3.124 2.204 1.169 0.557 0.069 -0.647 -1.222 -1.302
0.0152 0.01508 9.39794 1.5592253208 2.5435511149    1.559  1.580  3.6759  2.706    3  0.000  0.368     0.00     0.00     0.00     0.00     0.00 -1 -3.42e-12      0.00 6.877e-01 2.969e-01 1.830e-03 1.805e-03 6.625e-03 -1.000 1.541e-02 0.819 3.141 2.231 1.201 0.592 0.106 -0.607 -1.178 -1.258
0.0152 0.01508 9.39794 1.5593717098 2.5435621456    1.559  1.595  3.6750  2.688    3  0.000  0.368     0.00     0.00     0.00     0.00     0.00 -1 -3.56e-12      0.00 6.877e-01 2.969e-01 1.830e-03 1.805e-03 6.625e-03 -1.000 1.541e-02 0.783 3.123 2.205 1.171 0.559 0.071 -0.645 -1.219 -1.299
0.0152 0.01508 9.39794 1.5598124266 2.5435953399    1.559  1.643  3.6721  2.628    3  0.000  0.368     0.00     0.00     0.00     0.00     0.00 -1 -4.21e-12      0.00 6.877e-01 2.969e-01 1.830e-03 1.806e-03 6.625e-03 -1.000 1.541e-02 0.663 3.065 2.116 1.068 0.448 -0.046 -0.774 -1.357 -1.439
0.0152 0.01508 9.39794 1.5603193045 2.5436334908    1.560  1.686  3.6694  2.574    3  0.000  0.368     0.00     0.00     0.00     0.00     0.00 -1 -4.94e-12      0.00 6.877e-01 2.969e-01 1.830e-03 1.806e-03 6.624e-03 -1.000 1.541e-02 0.554 3.012 2.035 0.974 0.346 -0.153 -0.891 -1.482 -1.566
0.0152 0.01508 9.39794 1.5608313084 2.5436719985    1.560  1.729  3.6667  2.520    3  0.000  0.368     0.00     0.00     0.00     0.00     0.00 -1 -5.78e-12      0.00 6.876e-01 2.969e-01 1.830e-03 1.807e-03 6.624e-03 -1.000 1.541e-02 0.446 2.963 1.957 0.884 0.248 -0.258 -1.006 -1.606 -1.692
0.0152 0.01508 9.39794 1.5613576174 2.5437115519    1.561  1.774  3.6639  2.465    3  0.000  0.368     0.00     0.00     0.00     0.00     0.00 -1  -6.8e-12      0.00 6.876e-01 2.969e-01 1.830e-03 1.808e-03 6.623e-03 -1.000 1.541e-02 0.335 2.923 1.880 0.791 0.146 -0.367 -1.126 -1.733 -1.821
0.0152 0.01508 9.39794 1.5618469715 2.5437483005    1.561  1.816  3.6612  2.412    3  0.000  0.368     0.00     0.00     0.00     0.00     0.00 -1 -7.92e-12      0.00 6.876e-01 2.970e-01 1.829e-03 1.808e-03 6.622e-03 -1.000 1.541e-02 0.231 2.893 1.810 0.704 0.049 -0.470 -1.239 -1.854 -1.944
0.0152 0.01508 9.39794 1.5623486042 2.5437859437    1.562  1.860  3.6583  2.357    3  0.000  0.368     0.00     0.00     0.00     0.00     0.00 -1 -9.31e-12      0.00 6.876e-01 2.970e-01 1.829e-03 1.809e-03 6.622e-03 -1.000 1.541e-02 0.120 2.864 1.738 0.613 -0.052 -0.578 -1.358 -1.982 -2.073
0.0152 0.01508 9.39794 1.5628081560 2.5438204047    1.562  1.902  3.6555  2.304    3  0.000  0.368     0.00     0.00     0.00     0.00     0.00 -1 -1.09e-11      0.00 6.876e-01 2.970e-01 1.829e-03 1.810e-03 6.621e-03 -1.000 1.541e-02 0.016 2.840 1.672 0.529 -0.147 -0.679 -1.471 -2.103 -2.196
0.0152 0.01508 9.39794 1.5632610321 2.5438543424    1.562  1.945  3.6527  2.250    3  0.000  0.368     0.00     0.00     0.00     0.00     0.00 -1 -1.27e-11      0.00 6.876e-01 2.970e-01 1.829e-03 1.810e-03 6.621e-03 -1.000 1.541e-02 -0.091 2.816 1.604 0.442 -0.244 -0.783 -1.586 -2.226 -2.321
0.0152 0.01508 9.39794 1.5636837482 2.5438859994    1.563  1.987  3.6499  2.197    3  0.000  0.368     0.00     0.00     0.00     0.00     0.00 -1 -1.48e-11      0.00 6.876e-01 2.970e-01 1.829e-03 1.811e-03 6.620e-03 -1.000 1.541e-02 -0.197 2.794 1.538 0.358 -0.339 -0.885 -1.699 -2.348 -2.445
0.0152 0.01508 9.39794 1.5640866756 2.5439161563    1.563  2.029  3.6470  2.143    3  0.000  0.368     0.00     0.00     0.00     0.00     0.00 -1 -1.73e-11      0.00 6.876e-01 2.970e-01 1.828e-03 1.811e-03 6.620e-03 -1.000 1.541e-02 -0.302 2.777 1.475 0.275 -0.433 -0.987 -1.813 -2.470 -2.569
0.0152 0.01508 9.39794 1.5644702911 2.5439448511    1.564  2.071  3.6441  2.089    3  0.000  0.368     0.00     0.00     0.00     0.00     0.00 -1 -2.03e-11      0.00 6.876e-01 2.970e-01 1.828e-03 1.812e-03 6.620e-03 -1.000 1.541e-02 -0.409 2.761 1.412 0.193 -0.527 -1.089 -1.927 -2.593 -2.694
0.0152 0.01508 9.39794 1.5648157597 2.5439706786    1.564  2.112  3.6412  2.037    3  0.000  0.368     0.00     0.00     0.00     0.00     0.00 -1 -2.36e-11      0.00 6.876e-01 2.970e-01 1.828e-03 1.812e-03 6.619e-03 -1.000 1.541e-02 -0.510 2.748 1.353 0.114 -0.616 -1.187 -2.037 -2.712 -2.815
0.0152 0.01508 9.39794 1.5651530027 2.5439958786    1.564  2.154  3.6382  1.983    3  0.000  0.368     0.00     0.00     0.00     0.00     0.00 -1 -2.76e-11      0.00 6.875e-01 2.970e-01 1.828e-03 1.813e-03 6.619e-03 -1.000 1.541e-02 -0.616 2.728 1.293 0.034 -0.708 -1.287 -2.149 -2.832 -2.938
0.0152 0.01508 9.39794 1.5654641390 2.5440191167    1.564  2.196  3.6353  1.930    3  0.000  0.368     0.00     0.00     0.00     0.00     0.00 -1 -3.22e-11      0.00 6.875e-01 2.970e-01 1.828e-03 1.813e-03 6.619e-03 -1.000 1.541e-02 -0.719 2.691 1.236 -0.047 -0.796 -1.384 -2.258 -2.945 -3.056
0.0152 0.01508 9.39794 1.5657536983 2.5440407337    1.565  2.236  3.6323  1.877    3  0.000  0.368     0.00     0.00     0.00     0.00     0.00 -1 -3.75e-11      0.00 6.875e-01 2.971e-01 1.828e-03 1.814e-03 6.618e-03 -1.000 1.541e-02 -0.821 2.652 1.178 -0.127 -0.883 -1.479 -2.366 -3.057 -3.173
0.0152 0.01508 9.39794 1.5660251379 2.5440609896    1.565  2.277  3.6294  1.825    3  0.000  0.368     0.00     0.00     0.00     0.00     0.00 -1 -4.37e-11      0.00 6.875e-01 2.971e-01 1.828e-03 1.814e-03 6.618e-03 -1.000 1.541e-02 -0.923 2.612 1.120 -0.207 -0.970 -1.574 -2.474 -3.169 -3.290
0.0152 0.01508 9.39794 1.5662770271 2.5440797794    1.565  2.318  3.6264  1.772    3  0.000  0.368     0.00     0.00     0.00     0.00     0.00 -1 -5.08e-11      0.00 6.875e-01 2.971e-01 1.827e-03 1.814e-03 6.618e-03 -1.000 1.541e-02 -1.024 2.571 1.063 -0.284 -1.053 -1.667 -2.580 -3.280 -3.407
0.0152 0.01508 9.39794 1.5665142536 2.5440974691    1.565  2.358  3.6234  1.720    3  0.000  0.368     0.00     0.00     0.00     0.00     0.00 -1 -5.92e-11      0.00 6.875e-01 2.971e-01 1.827e-03 1.815e-03 6.617e-03 -1.000 1.541e-02 -1.126 2.526 1.005 -0.361 -1.138 -1.760 -2.687 -3.391 -3.524
0.0152 0.01508 9.39794 1.5667318106 2.5441136866    1.565  2.398  3.6204  1.668    3  0.000  0.368     0.00     0.00     0.00     0.00     0.00 -1 -6.88e-11      0.00 6.875e-01 2.971e-01 1.827e-03 1.815e-03 6.617e-03 -1.000 1.541e-02 -1.225 2.483 0.948 -0.437 -1.220 -1.851 -2.791 -3.501 -3.639
0.0152 0.01508 9.39794 1.5669386387 2.5441290995    1.565  2.438  3.6174  1.616    3  0.000  0.368     0.00     0.00     0.00     0.00     0.00 -1    -8e-11      0.00 6.875e-01 2.971e-01 1.827e-03 1.815e-03 6.617e-03 -1.000 1.541e-02 -1.326 2.436 0.891 -0.511 -1.301 -1.943 -2.897 -3.611 -3.755
0.0152 0.01508 9.39794 1.5671265125 2.5441430959    1.566  2.477  3.6144  1.565    3  0.000  0.368     0.00     0.00     0.00     0.00     0.00 -1 -9.27e-11      0.00 6.875e-01 2.971e-01 1.827e-03 1.815e-03 6.617e-03 -1.000 1.541e-02 -1.423 2.392 0.837 -0.582 -1.379 -2.030 -2.999 -3.718 -3.868
0.0152 0.01508 9.39794 1.5673060417 2.5441564671    1.566  2.517  3.6114  1.513    3  0.000  0.368     8.43     6.19     4.44     3.35     2.73  4 -1.08e-10      0.00 6.875e-01 2.971e-01 1.827e-03 1.816e-03 6.617e-03 -1.000 1.541e-02 -1.522 2.348 0.781 -0.655 -1.458 -2.119 -3.102 -3.826 -3.983
0.0152 0.01508 9.39794 1.5674747229 2.5441690271    1.566  2.557  3.6083  1.461    3  0.000  0.368     9.37     6.80     4.86     3.68     2.99  4 -1.25e-10      0.00 6.875e-01 2.971e-01 1.827e-03 1.816e-03 6.616e-03 -1.000 1.541e-02 -1.622 2.336 0.733 -0.720 -1.535 -2.210 -3.208 -3.940 -4.102
0.0152 0.01508 9.39794 1.5676256418 2.5441802618    1.566  2.594  3.6053  1.411    3  0.000  0.368    10.36     7.45     5.30     4.01     3.26  4 -1.45e-10      0.00 6.875e-01 2.971e-01 1.827e-03 1.816e-03 6.616e-03 -1.000 1.541e-02 -1.716 2.338 0.692 -0.778 -1.606 -2.296 -3.309 -4.050 -4.216
0.0152 0.01508 9.39794 1.5677714348 2.5441911126    1.566  2.633  3.6022  1.360    3  0.000  0.368    11.49     8.17     5.79     4.39     3.57  4 -1.68e-10      0.00 6.875e-01 2.971e-01 1.827e-03 1.816e-03 6.616e-03 -1.000 1.541e-02 -1.813 2.340 0.649 -0.838 -1.679 -2.385 -3.414 -4.162 -4.334
0.0152 0.01508 9.39794 1.5679059029 2.5442011185    1.566  2.671  3.5991  1.310    3  0.000  0.368    12.72     8.95     6.31     4.79     3.90  4 -1.94e-10      0.00 6.875e-01 2.971e-01 1.827e-03 1.816e-03 6.616e-03 -1.000 1.541e-02 -1.909 2.341 0.609 -0.895 -1.749 -2.472 -3.516 -4.273 -4.449
0.0152 0.01508 9.39794 1.5680302382 2.5442103687    1.566  2.709  3.5960  1.260    3  0.000  0.368    14.08     9.79     6.88     5.23     4.26  4 -2.24e-10      0.00 6.875e-01 2.971e-01 1.827e-03 1.817e-03 6.616e-03 -1.000 1.541e-02 -2.002 2.342 0.574 -0.944 -1.812 -2.557 -3.617 -4.382 -4.563
0.0152 0.01508 9.39794 1.5681494474 2.5442192359    1.566  2.747  3.5928  1.209    3  0.000  0.368    15.60    10.73     7.51     5.72     4.65  4 -2.59e-10      0.00 6.875e-01 2.971e-01 1.827e-03 1.817e-03 6.616e-03 -1.000 1.541e-02 -2.097 2.342 0.538 -0.995 -1.877 -2.643 -3.719 -4.493 -4.679
0.0152 0.01508 9.39794 1.5682593584 2.5442274101    1.566  2.784  3.5897  1.160    3  0.000  0.368    17.24    11.74     8.18     6.23     5.08  4 -2.99e-10      0.00 6.875e-01 2.971e-01 1.827e-03 1.817e-03 6.616e-03 -1.000 1.541e-02 -2.190 2.343 0.504 -1.043 -1.939 -2.726 -3.819 -4.601 -4.792
0.0152 0.01508 9.39794 1.5683611631 2.5442349802    1.566  2.820  3.5865  1.110    3  0.000  0.368    19.05    12.83     8.90     6.80     5.54  4 -3.44e-10      0.00 6.875e-01 2.971e-01 1.827e-03 1.817e-03 6.616e-03 -1.000 1.541e-02 -2.281 2.343 0.477 -1.081 -1.993 -2.807 -3.918 -4.709 -4.904
0.0152 0.01508 9.39794 1.5684571266 2.5442421150    1.566  2.857  3.5834  1.061    3  0.000  0.368    21.03    14.02     9.69     7.41     6.04  4 -3.96e-10      0.00 6.875e-01 2.971e-01 1.827e-03 1.817e-03 6.615e-03 -1.000 1.541e-02 -2.372 2.343 0.450 -1.120 -2.047 -2.888 -4.016 -4.815 -5.015
0.0152 0.01508 9.39794 1.5685483217 2.5442488943    1.566  2.893  3.5802  1.012    3  0.000  0.368    23.24    15.32    10.55     8.07     6.58  4 -4.56e-10      0.00 6.875e-01 2.971e-01 1.827e-03 1.817e-03 6.615e-03 -1.000 1.541e-02 -2.463 2.344 0.424 -1.158 -2.101 -2.968 -4.115 -4.922 -5.127
0.0152 0.01508 9.39794 1.5686486959 2.5442563549    1.565  2.936  3.5761  0.954    3  0.000  0.368    26.16    17.04    11.67     8.95     7.30  3 -5.38e-10      0.00 6.875e-01 2.971e-01 1.826e-03 1.817e-03 6.615e-03 -1.000 1.541e-02 -2.569 2.346 0.411 -1.179 -2.145 -3.059 -4.232 -5.049 -5.260
0.0152 0.01508 9.39794 1.5687441826 2.5442634512    1.565  2.979  3.5721  0.894    3  0.000  0.368    29.50    18.96    12.93     9.93     8.10  3 -6.37e-10      0.00 6.875e-01 2.971e-01 1.826e-03 1.818e-03 6.615e-03 -1.000 1.541e-02 -2.677 2.350 0.399 -1.199 -2.189 -3.151 -4.351 -5.177 -5.395
0.0152 0.01508 9.39794 1.5688333511 2.5442700771    1.565  3.022  3.5680  0.835    3  0.000  0.368    33.26    21.11    14.32    11.02     8.99  3 -7.54e-10      0.00 6.875e-01 2.971e-01 1.826e-03 1.818e-03 6.615e-03 -1.000 1.541e-02 -2.784 2.351 0.395 -1.207 -2.224 -3.239 -4.470 -5.304 -5.529
0.0152 0.01508 9.39794 1.5689159632 2.5442762150    1.565  3.064  3.5639  0.776    3  0.000  0.368    37.45    23.47    15.85    12.21     9.96  3  -8.9e-10      0.00 6.875e-01 2.971e-01 1.826e-03 1.818e-03 6.615e-03 -1.000 1.541e-02 -2.889 2.350 0.398 -1.203 -2.250 -3.324 -4.588 -5.430 -5.661
0.0152 0.01508 9.39794 1.5689927340 2.5442819182    1.564  3.105  3.5597  0.718    3  0.000  0.368    42.13    26.07    17.53    13.52    11.03  3 -1.05e-09      0.00 6.875e-01 2.971e-01 1.826e-03 1.818e-03 6.615e-03 -1.000 1.541e-02 -2.993 2.351 0.406 -1.194 -2.272 -3.407 -4.704 -5.555 -5.793
0.0152 0.01508 9.39794 1.5690642595 2.5442872312    1.564  3.146  3.5556  0.660    3  0.000  0.368    47.37    28.95    19.37    14.96    12.22  3 -1.24e-09      0.00 6.875e-01 2.971e-01 1.826e-03 1.818e-03 6.615e-03 -1.000 1.541e-02 -3.096 2.348 0.432 -1.159 -2.276 -3.481 -4.819 -5.679 -5.923
0.0152 0.01508 9.39794 1.5691297054 2.5442920921    1.564  3.186  3.5514  0.604    3  0.000  0.368    53.11    32.06    21.35    16.52    13.49  2 -1.45e-09      0.00 6.875e-01 2.971e-01 1.826e-03 1.818e-03 6.615e-03 -1.000 1.541e-02 -3.195 2.348 0.463 -1.119 -2.276 -3.552 -4.931 -5.799 -6.050
0.0152 0.01508 9.39794 1.5691927671 2.5442967755    1.563  3.226  3.5471  0.546    3  0.000  0.368    59.66    35.57    23.58    18.27    14.93  2 -1.71e-09      0.00 6.875e-01 2.971e-01 1.826e-03 1.818e-03 6.615e-03 -1.000 1.541e-02 -3.296 2.347 0.509 -1.058 -2.263 -3.614 -5.045 -5.920 -6.179
0.0152 0.01508 9.39794 1.5692511797 2.5443011133    1.563  3.265  3.5428  0.490    3  0.000  0.368    66.84    39.37    25.98    20.16    16.47  2    -2e-09      0.00 6.875e-01 2.971e-01 1.826e-03 1.818e-03 6.615e-03 -1.000 1.541e-02 -3.393 2.348 0.566 -0.983 -2.241 -3.670 -5.156 -6.038 -6.305
0.0152 0.01508 9.39794 1.5693068504 2.5443052470    1.562  3.304  3.5385  0.434    3  0.000  0.368    74.80    43.54    28.60    22.23    18.17  2 -2.34e-09      0.00 6.875e-01 2.971e-01 1.826e-03 1.818e-03 6.615e-03 -1.000 1.541e-02 -3.489 2.350 0.638 -0.891 -2.209 -3.718 -5.266 -6.155 -6.429
